"IDLOCALIDAD","IDESTADO","IDMUNICIPI","NOMBRE_LOCALIDAD","NUMERO_MAPA","ESCALA_MAPA","LATITUD_GRADOS","LATITUD_MINUTOS","LATITUD_SEGUNDOS","LONGITUD_GRADOS","LONGITUD_MINUTOS","LONGITUD_SEGUNDOS","MERCATOR_NORTE","MERCATOR_ESTE","LOCALIDAD","COORDENADA_N-S","COORDENADA_E-W","ELEVACION","IDPRECISION","COMENTARIOS","suma"
117.00,20.00,0.00,"Cueva de San Agustín","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Huentla, cerca de Oaxaca, Oax.",1.00
118.00,19.00,0.00,"Cueva de Bustamante","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
119.00,33.00,0.00,"Cueva de la Mina","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
120.00,33.00,0.00,"Cueva Las Cruces","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
121.00,15.00,0.00,"Cantera El Tajo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
122.00,33.00,0.00,"Potrecito cerca Cienega","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
123.00,33.00,0.00,"Sierra de Tamaulipas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
124.00,27.00,11.00,"Jonuta","E15-5","1:250,000",18.00,5.00,18.00,92.00,7.00,54.00,"ND","ND","ND","ND","ND",5.00,"ND","en los márgenes de los ríos Usumacinta y Palizada, en el límite de Tabasco y Campeche",1.00
125.00,33.00,0.00,"Sureste","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
126.00,28.00,0.00,"cercanías del Valle del Maíz","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
127.00,19.00,0.00,"Cueva de la Zona de Derrumbes","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ver.localidad, en una ref. es desconocida y en 94 es N.L.",1.00
128.00,33.00,0.00,"cerca de Tehuantepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma que la loc. 683 del edo de Oaxaca",1.00
129.00,15.00,0.00,"¿Amanalco de Becerra? Valle de Bravo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
130.00,33.00,0.00,"Cañada de Aculzingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar sean una misma que la loc. 485 (del edo. de Veracruz), o loc. 48 (del edo. de Puebla)",1.00
131.00,13.00,0.00,"cerca de Lagunilla, Valle del Mezquital","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",1800.00,"ND","ref. 131: cerca de Lagunilla. de Ixmiquilpan rumbo al noroeste, oriente y sureste,un amplio valle.",1.00
133.00,15.00,0.00,"región de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","aprox. 35 Km al NE de la ciudad de México; formación Becerra superior",1.00
134.00,33.00,0.00,"El Risco I","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma que la loc. 815",1.00
135.00,15.00,0.00,"¿El Peñón de los Baños? Texcoco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
136.00,14.00,0.00,"¿Iztlán?","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
137.00,14.00,0.00,"Región de Juchipila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
138.00,33.00,0.00,"Río Bravo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
139.00,17.00,0.00,"Tehuichila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
140.00,30.00,0.00,"Tehuichila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Edad relativa: Loup Fork age",1.00
141.00,33.00,0.00,"una llanura en el territorio sur de la peninsula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 845: dice unicamente del edo. de Baja California",1.00
142.00,13.00,0.00,"Valle de Amajaque","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Alvarez 1965 y Mena de la Peña 1975: es plioceno.",1.00
143.00,15.00,0.00,"Valle de Toluca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Todos se basan en las mismas referencias Villada (1897, 1903, 1905), que no mencionan claramente el estado, pero todos los demas autores lo refieren al estado de México, por lo que se dejó com Edo. Méx.",1.00
144.00,15.00,0.00,"Xico","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Xico. ref. 847 y 692: margen sur del lago de Texcoco, en una mina de arenas fosilíferas (basadas en Herrera, 1893: ref. 837); en una cantera a orillas del lago de Chalco; cerca de Astahuacán. Ref. 841 y 842 no dicen de que estado es, pero como son trabajos posteriores a la ref. 837, se dejó con el mismo estado que en ese trabajo",1.00
145.00,33.00,0.00,"antigua ribera de Lago de Chapala","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","aprox. 700 m al NO de ""Petatán"", caserío de pescadores situados en la antigua ribera del lago, aunos 6 Km al NO de Cojumatlan",1.00
146.00,21.00,0.00,"Tehuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
147.00,33.00,0.00,"Tehuantepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
149.00,20.00,0.00,"Estado de Oaxaca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
150.00,5.00,0.00,"Estado de Coahuila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
151.00,3.00,0.00,"Arroyo Comondú","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","llanura en las cercanías del arroyo Comondú, aprox. a 40 km W Loreto. PROB. SEA IGUAL QUE LOC. 296",1.00
152.00,14.00,0.00,"Estado de Jalisco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
153.00,11.00,0.00,"Estado de Guanajuato","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
154.00,15.00,0.00,"SW de la región de Tepechpan (sic)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
155.00,15.00,0.00,"Tlapanayola","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
156.00,1.00,0.00,"Cerrito de la Cruz","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Arroyo del Cedazo",1.00
157.00,10.00,0.00,"Arroyo Malacate","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
158.00,1.00,0.00,"Arroyo Pargas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
159.00,1.00,0.00,"Paso Hondo y Cobos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
160.00,1.00,0.00,"Cañada de Cotorina","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
161.00,9.00,0.00,"Ixtapalapa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
162.00,5.00,31.00,"San Buenaventura","G14-A42","1:50,000",27.00,3.00,45.00,101.00,32.00,48.00,"ND","ND","ND","ND","ND",490.00,"ND","ND",1.00
163.00,7.00,0.00,"Villa Flores","ND","1:50,000",16.00,14.00,99.00,93.00,17.00,99.00,"ND","ND","ND","ND","ND",540.00,"ND","ND",1.00
164.00,8.00,0.00,"Ciudad Delicias","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
165.00,12.00,0.00,"Iguala","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","inmediaciones de Iguala",1.00
166.00,13.00,0.00,"Cueva La Nopalera","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Tepeapulco","10 Km","ND",9999.00,"ND","Tepeapulco",1.00
167.00,13.00,0.00,"Mineral del Monte","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
168.00,14.00,0.00,"Juchitlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
169.00,14.00,119.00,"Santa Catarina","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
170.00,15.00,0.00,"Barranca de Acatlán, Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
171.00,9.00,0.00,"Teatro Latino (Paseo de la Reforma)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que la localidad no tenga los datos de Paseo de la Reforma y Havre (pozo P-366-2), que según Barrios (1985;ref.548), es otra localidad",1.00
172.00,9.00,0.00,"Barranca del Muerto","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
173.00,9.00,0.00,"Edificio Latino Americano","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Av. Insurgentes esq. Q. Roo",1.00
174.00,15.00,0.00,"Jilotepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
175.00,15.00,0.00,"Tecolapa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Jilotepec",1.00
176.00,15.00,0.00,"Tonatico","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
177.00,9.00,0.00,"Panteón Dolores","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
178.00,9.00,0.00,"San Jerónimo Lídice","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
180.00,15.00,0.00,"Apaxco (en mina de Calhidra)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","en mina de calhidra","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 13",1.00
181.00,16.00,0.00,"Zacapu","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
182.00,16.00,10.00,"Rancho Las Ollas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
183.00,17.00,10.00,"Cuautla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
184.00,21.00,0.00,"Acatlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
185.00,21.00,0.00,"San Martín Texmelucan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
186.00,29.00,0.00,"Hda. de Zotoluca (cerca de Apizaco)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
187.00,30.00,0.00,"Estado de Veracruz","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
188.00,28.00,0.00,"Xicoténcatl","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","dentro del Valle del Mamut, a la izquierda del camino que va el Ejido de Santa Rosa, a 500m de la entrada",1.00
189.00,24.00,0.00,"Rancho Peotillos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
190.00,24.00,0.00,"Estado de San Luis Potosí","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
191.00,24.00,0.00,"Paso del Aguila (cerca de San Nicolás Tolentino)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
192.00,24.00,23.00,"Rayón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
193.00,30.00,0.00,"Cañada de Aculcingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 846: a 25 Km al W de Orizaba",1.00
194.00,30.00,155.00,"Tantoyuca","F14-8","1:250,000",21.00,21.00,6.00,98.00,13.00,42.00,"ND","ND","ND","ND","ND",100.00,"ND","ND",1.00
195.00,32.00,0.00,"Ciudad de Zacatecas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
196.00,33.00,0.00,"San Miguel Tecamachalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 648 (del Edo. de Méx.)",1.00
197.00,20.00,0.00,"Santa Catalina Chinango","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","1 Km SE Santa Catalina Chinango, en la barranca formada en una planicie llamada Llano de la Luna",1.00
198.00,19.00,0.00,"Aramberri","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","probablemente sea Cueva de San Josecito",1.00
199.00,9.00,0.00,"Tláhuac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
200.00,5.00,0.00,"Hacienda de Hornos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
201.00,24.00,24.00,"Río Verde","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
202.00,28.00,0.00,"Río San Juan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
203.00,26.00,0.00,"Quitovac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
204.00,9.00,0.00,"Peñon Viejo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
205.00,15.00,11.00,"Santa Isabel Iztapan I","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Santa Isabel Iztapan","ND","ND",9999.00,"ND","Mamut no. 1: NW Santa Isabel Iztapan. Ref. 846: en un punto situado a 2.25 km SSW estación ferroviaria de Tepexpan; S de Tepexpan; 2 km SW Tepexpan y WNW Santa Isabel Iztapan; ref.1: dice erróneamente ""WNE Santa Isabel Iztapan""",1.00
206.00,15.00,0.00,"estación Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","al lado derecho del camino, justamente a espaldas de la estación del ferrocarril Tepexpan",1.00
207.00,15.00,0.00,"Hacienda de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
208.00,4.00,0.00,"El Ocotlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Cerca de Jonuta, Tabasco",1.00
209.00,15.00,0.00,"Zohapilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en la base E-N del cerro de Las Cruces , uno de los puntos culminantes del cerro de Tlapacoya, y en la extremidad sur del actual pueblo del mismo nombre",1.00
210.00,19.00,0.00,"Mina","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
211.00,31.00,0.00,"Actun Lara","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Serranía entre Yokat y Ticul; cerca de Ticul; ref 713: Cueva Actún y Lara",1.00
212.00,10.00,0.00,"Cueva de las Iglesias","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en el cañon del Soldado, Mpio. de Lerdo",1.00
213.00,10.00,0.00,"Cañón del Soldado","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
214.00,15.00,0.00,"Tlatilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","San Bartolo Naucalpan","2.5 Km S","ND",9999.00,"ND","2.5 Km S San Bartolo Naucalpan",1.00
215.00,31.00,0.00,"Chichen Itza","ND","ND",20.00,40.00,12.00,88.00,30.00,36.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
216.00,20.00,0.00,"Cueva de Monte Flor","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
217.00,15.00,0.00,"Tequesquinahua","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
218.00,26.00,0.00,"Santa Ana Babícora","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
219.00,9.00,0.00,"Azcapotzalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
220.00,14.00,0.00,"Atotonilco El Bajo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
221.00,21.00,0.00,"Hueyatlaco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",2056.00,"ND","ref. 490: 50 m Ndel nucleo principal de excavaciones arqueológicas de la localidad Hueyatlaco (proyecto Valsequillo); en el pie de una elevación donde afloran las brayas Valsequillo (cota 2056)",1.00
222.00,15.00,0.00,"cerca del valle de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","regíon ded Zumpango, en el extremo N de la Cuenca de México, verificar que sea diferente a la loc. 332 y 276",1.00
223.00,26.00,0.00,"La Guitarra","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","aprox. a la mitad del camino Tonichi-Sahuaripa, cerca del poblado La Guitarra",1.00
224.00,15.00,0.00,"pueblo de San Pedro Atzompa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
225.00,21.00,0.00,"Tepeji de Rodriguez","ND","ND",18.00,30.00,99.00,98.00,7.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
226.00,9.00,0.00,"Templo Mayor","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
227.00,24.00,24.00,"Laguna de la Media Luna","ND","ND",21.00,55.00,99.00,100.00,5.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
228.00,23.00,0.00,"El Meco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
229.00,15.00,0.00,"Tepexpan (El Risco II)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Tepexpan es una pequeña villa emplazada sobre la carretera que conduce desde México a Acolman y las pirámides de Teotihuacán. Se encuentra a 300 m al N de una tajea, cerca del poste de piedra indicador del Km 6 de la carretera y a 900 m al W de la pared que rodea al Hospital de enfermos cronicos",1.00
230.00,31.00,0.00,"Actun Coyok","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Oxkutzcab","ND","ND",9999.00,"ND","cerca de 6.5 Km SW Oxkutzcab",1.00
231.00,31.00,0.00,"Actun Chacaljas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Actun Spukil","ND","ND",9999.00,"ND","cerca de 0.5 Km Actun Spukil en dirección a Hacienda Calcehtok",1.00
232.00,31.00,0.00,"Actun Has","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","a la mitad de la Sierra, alrededor de 6.5 Km S de Yokat",1.00
233.00,16.00,0.00,"Cuitzeo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","a la orilla S del lago, dentro de la península y casi pegado a las últimas casas del pueblo",1.00
234.00,33.00,0.00,"Valle de Puebla-Tlax.","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
235.00,33.00,0.00,"Altiplanicie Central de México","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
236.00,33.00,0.00,"Norte de México (país)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
237.00,7.00,0.00,"Cueva de Santa Marta","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","7.5 Km al NW de Ocozocoautla, Chiapas, la cueva esta en la finca Kikapú a unos 5 Km W de Ocozocoautla",1.00
238.00,21.00,0.00,"Cueva del Tepeyolo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Totemihuacán","10 Km","ND",9999.00,"ND","10 Km Totemihuacán márgenes de la Presa de Valsequillo",1.00
239.00,21.00,0.00,"Cueva del Texcal","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Totemihuacán","6 Km S","ND",9999.00,"ND","6 Km S de Totemihuacán, margenes de la Presa de Valsequillo; 6.5 Km W Cueva de Tepeyolo",1.00
240.00,28.00,0.00,"Región de Gómez Farías","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Alvarez y Arroyo( 1989) engloban con ""región de Gómez Farías"", las tres localidades de Koopman y Martín (1959): Infiernillo, Paraiso y Rancho del Cielo",1.00
241.00,31.00,0.00,"Cuevas de Yucatán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
242.00,15.00,0.00,"Chimalhuacan-Atenco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","oriente de la ciudad de México hacia el Noroeste del cerro Chimalhuacán, Edo. de México",1.00
243.00,7.00,0.00,"Toniná","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
244.00,26.00,0.00,"Rancho La Brisca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
245.00,1.00,0.00,"Estado de Aguascalientes","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
246.00,7.00,0.00,"Aguacatenango","ND","ND",16.00,36.00,99.00,92.00,23.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Serranía limítrofe de la Mesa Central y la Depresión Central, Carretera El Carmelito-Villa de las Rosas, Municipio de Aguacatenango (ref. 548)",1.00
247.00,15.00,11.00,"Santa Isabel Iztapan II","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Santa Isabel Iztapan","ND","ND",9999.00,"ND","Mamut no. 2: W Santa Isabel Iztapan. Ref. 847: cerca de Tepexpan; ref. 723: aprox. 350m S del sitio que fue explorado el 1er. mamut en Iztapan y aprox. 2600m SSW del sitio del hallazgo del hombre fósil de Tepexpan.",1.00
248.00,1.00,1.00,"ranchería ""Margaritas""","F13-B89","1:50,000",22.00,0.00,48.00,102.00,16.00,24.00,"ND","ND","ND","ND","ND",1890.00,"ND","junto al río Chicalote, sobre la carretera internacional",1.00
250.00,14.00,0.00,"Cuenca Chapala, Zacoalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
251.00,15.00,0.00,"Lago de Texcoco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
252.00,24.00,0.00,"Laguna de las Cruces","F14-A61","1:50,000",22.00,39.00,5.00,101.00,52.00,52.00,"ND","ND","ND","ND","ND",2100.00,"ND","ND",1.00
254.00,19.00,0.00,"Monterrey","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 399 y loc. 742 (del edo. de Jalisco)",1.00
256.00,15.00,0.00,"Santa Lucía I, II","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
257.00,15.00,0.00,"Iztapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","El estado no es seguro",1.00
